行政组织编码,行政组织名称,所属公司,组织单位,组织长名称,组织流程层级分类,物理层级,组织授权级别,组织授权级别命中规则,模拟授权级别
50836301,LT21杭州机电运维,万睿科技,万睿科技,万物云_万睿科技_LT杭州区域_LT21杭州机电运维,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836302,LT22贵阳机电运维,万睿科技,万睿科技,万物云_万睿科技_LT成都区域_LT22贵阳机电运维,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836303,LT23昆明机电运维,万睿科技,万睿科技,万物云_万睿科技_LT成都区域_LT23昆明机电运维,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836304,LT24天津机电运维,万睿科技,万睿科技,万物云_万睿科技_LT北京区域_LT24天津机电运维,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836305,LT25宁波机电运维,万睿科技,万睿科技,万物云_万睿科技_LT杭州区域_LT25宁波机电运维,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836306,LT26郑州机电运维,万睿科技,万睿科技,万物云_万睿科技_LT武汉区域_LT26郑州机电运维,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836325,WA01万睿物联事业部,万睿科技,万睿科技,万物云_万睿科技_智慧产品中心_WA01万睿物联事业部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836593,北京区域,万睿科技,万睿科技,万物云_万睿科技_楼宇机电事业部_北京区域,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836594,成都区域,万睿科技,万睿科技,万物云_万睿科技_楼宇机电事业部_成都区域,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836595,广州区域,万睿科技,万睿科技,万物云_万睿科技_楼宇机电事业部_广州区域,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836596,杭州区域,万睿科技,万睿科技,万物云_万睿科技_楼宇机电事业部_杭州区域,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836597,上海区域,万睿科技,万睿科技,万物云_万睿科技_楼宇机电事业部_上海区域,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836598,深圳区域,万睿科技,万睿科技,万物云_万睿科技_楼宇机电事业部_深圳区域,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836599,沈阳区域,万睿科技,万睿科技,万物云_万睿科技_楼宇机电事业部_沈阳区域,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836600,武汉区域,万睿科技,万睿科技,万物云_万睿科技_楼宇机电事业部_武汉区域,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50900358,LT27南昌机电运维,万睿科技,万睿科技,万物云_万睿科技_LT杭州区域_LT27南昌机电运维,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50907684,数字物业运营中心,万睿科技,万睿科技,万物云_万睿科技_智慧产品中心_数字物业运营中心,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50916072,深圳泊时易,万睿科技,万睿科技,万物云_万睿科技_智慧产品中心_深圳泊时易,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50916321,供应链采购管理中心本部,万睿科技,万睿科技,万物云_万睿科技_供应链采购管理中心_供应链采购管理中心本部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50916390,采购管理部,万睿科技,万睿科技,万物云_万睿科技_集成交付中心_采购管理部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50916440,综合运营组,万睿科技,万睿科技,万物云_万睿科技_业务支持中心_综合运营组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50917822,秦皇岛城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_秦皇岛城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50917834,肇庆城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_肇庆城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50917835,江门城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_江门城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50917836,台州城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_台州城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50917840,雄安城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_雄安城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50917895,镇江城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_镇江城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50917896,盐城城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_盐城城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50917899,包头城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_包头城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50917918,芜湖城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_芜湖城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50917919,淄博城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_淄博城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50917920,章丘城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_章丘城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50917935,吉林城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_吉林城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50917938,威海城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_威海城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50917939,临沂城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_临沂城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50917943,晋江城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_晋江城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50917944,开封城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_开封城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50917945,周口城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_周口城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50917965,宜昌城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_宜昌城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50917967,漳州城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_漳州城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50918352,专业委员会,万睿科技,万睿科技,万物云_万睿科技_质量管理中心_专业委员会,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50918353,质量体系管理,万睿科技,万睿科技,万物云_万睿科技_质量管理中心_质量体系管理,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50918523,场景应用产品线,万睿科技,万睿科技,万物云_万睿科技_智慧产品中心_场景应用产品线,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50918524,边缘和连接产品线,万睿科技,万睿科技,万物云_万睿科技_智慧产品中心_边缘和连接产品线,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50918525,终端产品线,万睿科技,万睿科技,万物云_万睿科技_智慧产品中心_终端产品线,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50918601,产品规划部,万睿科技,万睿科技,万物云_万睿科技_智慧产品中心_产品规划部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50918602,售前支持部,万睿科技,万睿科技,万物云_万睿科技_智慧产品中心_售前支持部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50918603,技术支持部,万睿科技,万睿科技,万物云_万睿科技_智慧产品中心_技术支持部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50918626,开发资源部,万睿科技,万睿科技,万物云_万睿科技_智慧产品中心_开发资源部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50920167,智慧楼宇设计部,万睿科技,万睿科技,万物云_万睿科技_解决方案中心_智慧楼宇设计部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50920222,规划设计部,万睿科技,万睿科技,万物云_万睿科技_设计投标中心_规划设计部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50920223,工程管理部,万睿科技,万睿科技,万物云_万睿科技_工程运营管理中心_工程管理部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50920224,物料与计划管理部,万睿科技,万睿科技,万物云_万睿科技_工程运营管理中心_物料与计划管理部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50924774,智能作业产品线,万睿科技,万睿科技,万物云_万睿科技_智慧产品中心_智能作业产品线,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50924775,硬件能力产品线,万睿科技,万睿科技,万物云_万睿科技_智慧产品中心_硬件能力产品线,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50924782,智慧城市解决方案部,万睿科技,万睿科技,万物云_万睿科技_智慧产品中心_智慧城市解决方案部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50924807,技术部,万睿科技,万睿科技,万物云_万睿科技_智慧产品中心_技术部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50924831,综合运营组,万睿科技,万睿科技,万物云_万睿科技_产品研发中心_综合运营组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50924832,智能通行产品线,万睿科技,万睿科技,万物云_万睿科技_智慧产品中心_智能通行产品线,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50924833,智能建造产品线（筹）,万睿科技,万睿科技,万物云_万睿科技_智慧产品中心_智能建造产品线（筹）,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50924834,智慧家庭产品线（筹）,万睿科技,万睿科技,万物云_万睿科技_智慧产品中心_智慧家庭产品线（筹）,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50928438,生产管理组,万睿科技,万睿科技,万物云_万睿科技_工程运营管理中心_生产管理组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50928439,投标部,万睿科技,万睿科技,万物云_万睿科技_设计投标中心_投标部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50928603,智慧楼宇工程管理部,万睿科技,万睿科技,万物云_万睿科技_工程运营管理中心_智慧楼宇工程管理部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50928604,旧改管理组,万睿科技,万睿科技,万物云_万睿科技_工程运营管理中心_旧改管理组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50929834,技术支持部,万睿科技,万睿科技,万物云_万睿科技_工程运营管理中心_技术支持部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50931672,南方区域,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_南方区域,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50931673,西南区域,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_西南区域,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50931674,西北区域,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_西北区域,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50931751,上海区域,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_上海区域,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50931752,北方区域,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_北方区域,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943429,拉萨城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_拉萨城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943430,咸阳城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_咸阳城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943431,大理城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_大理城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943432,河源城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_河源城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943433,遵义城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_遵义城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943434,衢州城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_衢州城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943435,湘潭城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_湘潭城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943436,阳江城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_阳江城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943437,莆田城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_莆田城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943438,张家口城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_张家口城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943439,汕头城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_汕头城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943440,赣州城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_赣州城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943441,舟山城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_舟山城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943442,廊坊城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_廊坊城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943443,宿迁城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_宿迁城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943444,渭南城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_渭南城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943445,鞍山城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_鞍山城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943446,西双版纳城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_西双版纳城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943447,梅州城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_梅州城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943448,丽水城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_丽水城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943449,柳州城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_柳州城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943450,韶关城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_韶关城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943501,株洲城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_株洲城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943502,呼和浩特城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_呼和浩特城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943503,湛江城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_湛江城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943504,三明城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_三明城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943505,涿州城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_涿州城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943506,西昌城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_西昌城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943507,营口城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_营口城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943508,云浮城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_云浮城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943509,湖州城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_湖州城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943510,三亚城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_三亚城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943511,许昌城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_许昌城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943512,岳阳城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_岳阳城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943513,潍坊城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_潍坊城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943514,茂名城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_茂名城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943515,眉山城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_眉山城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943516,盘锦城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_盘锦城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943517,洛阳城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_洛阳城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943518,常德城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_常德城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943956,数字与质量管理部,万睿科技,万睿科技,万物云_万睿科技_业务管理中心_数字与质量管理部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50945236,系统集成产品线,万睿科技,万睿科技,万物云_万睿科技_智慧产品中心_系统集成产品线,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50945267,产品运营组,万睿科技,万睿科技,万物云_万睿科技_智慧产品中心_产品运营组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50945504,智慧城市解决方案部,万睿科技,万睿科技,万物云_万睿科技_解决方案中心_智慧城市解决方案部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50947817,成本管理部,万睿科技,万睿科技,万物云_万睿科技_业务管理中心_成本管理部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50947849,智慧小区解决方案部,万睿科技,万睿科技,万物云_万睿科技_智慧产品中心_智慧小区解决方案部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50947850,智慧园区解决方案部,万睿科技,万睿科技,万物云_万睿科技_智慧产品中心_智慧园区解决方案部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50947914,灵石产品开发部50947914,万睿科技,万睿科技,万物云_万睿科技_智慧产品中心_灵石产品开发部50947914,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50947915,灵石产品开发部50947915,万睿科技,万睿科技,万物云_万睿科技_智慧产品中心_灵石产品开发部50947915,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50947955,智慧小区解决方案部50947955,万睿科技,万睿科技,万物云_万睿科技_智慧产品中心_智慧小区解决方案部50947955,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50947956,智慧园区解决方案部50947956,万睿科技,万睿科技,万物云_万睿科技_智慧产品中心_智慧园区解决方案部50947956,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50947957,智慧工地解决方案部50947957,万睿科技,万睿科技,万物云_万睿科技_智慧产品中心_智慧工地解决方案部50947957,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50947958,数字化项目交付部50947958,万睿科技,万睿科技,万物云_万睿科技_智慧产品中心_数字化项目交付部50947958,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50947959,星尘产品开发部50947959,万睿科技,万睿科技,万物云_万睿科技_智慧产品中心_星尘产品开发部50947959,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50947960,硬件产品开发部50947960,万睿科技,万睿科技,万物云_万睿科技_智慧产品中心_硬件产品开发部50947960,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50947961,智慧工地解决方案部50947961,万睿科技,万睿科技,万物云_万睿科技_智慧产品中心_智慧工地解决方案部50947961,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50947962,数字化项目交付部50947962,万睿科技,万睿科技,万物云_万睿科技_智慧产品中心_数字化项目交付部50947962,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50947963,星尘产品开发部50947963,万睿科技,万睿科技,万物云_万睿科技_智慧产品中心_星尘产品开发部50947963,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50947964,硬件产品开发部50947964,万睿科技,万睿科技,万物云_万睿科技_智慧产品中心_硬件产品开发部50947964,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50953985,集成交付部,万睿科技,万睿科技,万物云_万睿科技_产品研发中心_集成交付部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50954129,深化设计部,万睿科技,万睿科技,万物云_万睿科技_工程运营管理中心_深化设计部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50954130,产品营销部,万睿科技,万睿科技,万物云_万睿科技_市场营销中心_产品营销部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50954131,销售部,万睿科技,万睿科技,万物云_万睿科技_产品研发中心_销售部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50954132,智慧空间解决方案部,万睿科技,万睿科技,万物云_万睿科技_产品研发中心_智慧空间解决方案部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50971671,资产管理组50971671,万睿科技,万睿科技,万物云_万睿科技_财务及运营管理部_资产管理组50971671,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50974756,商务管理部,万睿科技,万睿科技,万物云_万睿科技_集成交付中心50974697_商务管理部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50974757,售后支持部,万睿科技,万睿科技,万物云_万睿科技_集成交付中心50974697_售后支持部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50974758,深圳大区项目管理中心,万睿科技,万睿科技,万物云_万睿科技_集成交付中心50974697_深圳大区项目管理中心,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50974759,广州大区项目管理中心,万睿科技,万睿科技,万物云_万睿科技_集成交付中心50974697_广州大区项目管理中心,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50974760,华东大区项目管理中心,万睿科技,万睿科技,万物云_万睿科技_集成交付中心50974697_华东大区项目管理中心,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50974761,西部大区项目管理中心,万睿科技,万睿科技,万物云_万睿科技_集成交付中心50974697_西部大区项目管理中心,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50974762,华中大区项目管理中心,万睿科技,万睿科技,万物云_万睿科技_集成交付中心50974697_华中大区项目管理中心,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50974763,北方大区项目管理中心,万睿科技,万睿科技,万物云_万睿科技_集成交付中心50974697_北方大区项目管理中心,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50974795,售前支持部50974795,万睿科技,万睿科技,万物云_万睿科技_市场营销中心_售前支持部50974795,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55001895,园区产品部,万睿科技,万睿科技,万物云_万睿科技_产品研发中心_园区产品部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55001896,城区产品部,万睿科技,万睿科技,万物云_万睿科技_产品研发中心_城区产品部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
